Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
B7_7_BY_RR_novel_RA,2024-07-16 13:40:52,,/Volumes/My_Passport/RR_NEO/16_7/cut/B7_7_BY_RR_novel.mov,633.680,25.0,No focal subject,Trial start,,,POINT,1.360,1.360,NA,,
B7_7_BY_RR_novel_RA,2024-07-16 13:40:52,,/Volumes/My_Passport/RR_NEO/16_7/cut/B7_7_BY_RR_novel.mov,633.680,25.0,No focal subject,Test arena entry,,,POINT,3.880,3.880,NA,,
B7_8_A_control_RA,2024-07-20 09:33:02,,/Volumes/My_Passport/RR_NEO/17_7/cut/B7_8_A_control.mov,736.030,30.0,No focal subject,Trial start,,,POINT,8.333,8.333,NA,,
B3_5_BR_GY_control_RA,2024-07-12 09:15:49,,/Volumes/My_Passport/RR_NEO/30_6/B2_B3/cut/B3_5_BR_GY_control.mov,675.370,30.0,No focal subject,Trial start,,,POINT,8.467,8.467,NA,,
B7_7_BB_PR_novel_RA,2024-07-16 13:24:40,,/Volumes/My_Passport/RR_NEO/16_7/cut/B7_7_BB_PR_novel.mov,649.600,25.0,No focal subject,Trial start,,,POINT,8.680,8.680,NA,,
B6_2_GR_BB_control_RA,2024-07-14 14:29:44,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B6_2_GR_BB_control.mov,640.000,24.0,No focal subject,Trial start,,,POINT,9.167,9.167,NA,,
B7_8_A_control_RA,2024-07-20 09:33:02,,/Volumes/My_Passport/RR_NEO/17_7/cut/B7_8_A_control.mov,736.030,30.0,blue,Test arena entry,,,POINT,9.200,9.200,NA,,
B7_8_A_control_RA,2024-07-20 09:33:02,,/Volumes/My_Passport/RR_NEO/17_7/cut/B7_8_A_control.mov,736.030,30.0,redblue,Test arena entry,,,POINT,9.233,9.233,NA,,
B7_7_BY_RR_novel_RA,2024-07-16 13:40:52,,/Volumes/My_Passport/RR_NEO/16_7/cut/B7_7_BY_RR_novel.mov,633.680,25.0,No focal subject,Zone of Interest,,,STATE,9.560,48.280,38.720,,
B7_8_A_control_RA,2024-07-20 09:33:02,,/Volumes/My_Passport/RR_NEO/17_7/cut/B7_8_A_control.mov,736.030,30.0,black,Test arena entry,,,POINT,9.667,9.667,NA,,
B7_8_A_control_RA,2024-07-20 09:33:02,,/Volumes/My_Passport/RR_NEO/17_7/cut/B7_8_A_control.mov,736.030,30.0,red,Test arena entry,,,POINT,9.833,9.833,NA,,
B6_4_PY_BY_novel_RA,2024-07-16 08:35:22,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_PY_BY_novel.mov,650.130,30.0,No focal subject,Trial start,,,POINT,9.933,9.933,NA,,
B6_4_GY_BG_novel_RA,2024-07-16 08:25:42,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_GY_BG_novel.mov,650.770,30.0,No focal subject,Trial start,,,POINT,10.000,10.000,NA,,
B6_2_GY_BG_control_RA,2024-07-14 14:44:43,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B6_2_GY_BG_control.mov,677.040,24.0,No focal subject,Trial start,,,POINT,10.083,10.083,NA,,
B7_7_BB_PR_novel_RA,2024-07-16 13:24:40,,/Volumes/My_Passport/RR_NEO/16_7/cut/B7_7_BB_PR_novel.mov,649.600,25.0,No focal subject,Test arena entry,,,POINT,10.120,10.120,NA,,
B3_5_BR_GY_control_RA,2024-07-12 09:15:49,,/Volumes/My_Passport/RR_NEO/30_6/B2_B3/cut/B3_5_BR_GY_control.mov,675.370,30.0,No focal subject,Test arena entry,,,POINT,10.133,10.133,NA,,
B6_4_BP_GP_novel_RA,2024-07-16 07:28:48,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_BP_GP_novel.mov,639.970,30.0,No focal subject,Trial start,,,POINT,10.133,10.133,NA,,
B7_7_BY_RR_novel_RA,2024-07-16 13:40:52,,/Volumes/My_Passport/RR_NEO/16_7/cut/B7_7_BY_RR_novel.mov,633.680,25.0,No focal subject,Eating,,,POINT,10.240,10.240,NA,,
B5_3_PR_GG_control_RA,2024-07-14 12:19:14,,/Volumes/My_Passport/RR_NEO/1_7/B4_B5/cut/B5_3_PR_GG_control.mov,689.640,25.0,No focal subject,Trial start,,,POINT,10.400,10.400,NA,,
B6_2_GR_BB_control_RA,2024-07-14 14:29:44,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B6_2_GR_BB_control.mov,640.000,24.0,No focal subject,Test arena entry,,,POINT,10.542,10.542,NA,,
B7_7_GY_GP_novel_RA,2024-07-16 13:52:20,,/Volumes/My_Passport/RR_NEO/16_7/cut/B7_7_GY_GP_novel.mov,654.680,25.0,No focal subject,Trial start,,,POINT,10.560,10.560,NA,,
B6_4_PY_BY_novel_RA,2024-07-16 08:35:22,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_PY_BY_novel.mov,650.130,30.0,No focal subject,Test arena entry,,,POINT,10.967,10.967,NA,,
B6_2_GR_GR_control_RA,2024-07-14 14:36:58,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B6_2_GR_GR_control.mov,779.040,24.0,No focal subject,Trial start,,,POINT,11.083,11.083,NA,,
B7_8_A_control_RA,2024-07-20 09:33:02,,/Volumes/My_Passport/RR_NEO/17_7/cut/B7_8_A_control.mov,736.030,30.0,redblue,Zone of Interest,,,STATE,11.100,54.800,43.700,,
B5_3_RY_GR_control_RA,2024-07-14 12:36:17,,/Volumes/My_Passport/RR_NEO/1_7/B4_B5/cut/B5_3_RY_GR_control.mov,647.280,25.0,No focal subject,Trial start,,,POINT,11.160,11.160,NA,,
B6_4_GR_BB_novel_RA,2024-07-16 08:06:03,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_GR_BB_novel.mov,654.300,30.0,No focal subject,Trial start,,,POINT,11.200,11.200,NA,,
B6_4_BP_GP_novel_RA,2024-07-16 07:28:48,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_BP_GP_novel.mov,639.970,30.0,No focal subject,Test arena entry,,,POINT,11.267,11.267,NA,,
B7_8_A_control_RA,2024-07-20 09:33:02,,/Volumes/My_Passport/RR_NEO/17_7/cut/B7_8_A_control.mov,736.030,30.0,blue,Zone of Interest,,,STATE,11.300,62.967,51.667,,
B6_4_GG_BG_novel_RA,2024-07-16 07:52:56,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_GG_BG_novel.mov,660.270,30.0,No focal subject,Trial start,,,POINT,11.333,11.333,NA,,
B7_2_B_novel_RA,2024-07-14 15:15:28,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B7_2_B_novel.mov,692.380,24.0,No focal subject,Trial start,,,POINT,11.417,11.417,NA,,
B6_8_BP_RY_novel_RA,2024-07-18 09:27:45,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_BP_RY_novel.mov,637.930,30.0,No focal subject,Trial start,,,POINT,11.500,11.500,NA,,
B6_4_GR_GR_novel_RA,2024-07-16 08:16:27,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_GR_GR_novel.mov,658.530,30.0,No focal subject,Trial start,,,POINT,11.633,11.633,NA,,
B7_8_A_control_RA,2024-07-20 09:33:02,,/Volumes/My_Passport/RR_NEO/17_7/cut/B7_8_A_control.mov,736.030,30.0,black,Zone of Interest,,,STATE,11.633,80.533,68.900,,
B7_8_A_control_RA,2024-07-20 09:33:02,,/Volumes/My_Passport/RR_NEO/17_7/cut/B7_8_A_control.mov,736.030,30.0,redblue,Eating,,,POINT,11.633,11.633,NA,,
B7_8_A_control_RA,2024-07-20 09:33:02,,/Volumes/My_Passport/RR_NEO/17_7/cut/B7_8_A_control.mov,736.030,30.0,red,Zone of Interest,,,STATE,11.700,13.767,2.067,,
B6_4_GY_RR_novel_RA,2024-07-16 08:32:32,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_GY_RR_novel.mov,650.630,30.0,No focal subject,Trial start,,,POINT,11.800,11.800,NA,,
B6_8_GG_BG_novel_RA,2024-07-18 09:34:21,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_GG_BG_novel.mov,678.730,30.0,No focal subject,Trial start,,,POINT,11.933,11.933,NA,,
B7_8_A_control_RA,2024-07-20 09:33:02,,/Volumes/My_Passport/RR_NEO/17_7/cut/B7_8_A_control.mov,736.030,30.0,blue,Eating,,,POINT,11.933,11.933,NA,,
B6_4_BP_RY_novel_RA,2024-07-16 07:45:19,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_BP_RY_novel.mov,670.570,30.0,No focal subject,Trial start,,,POINT,12.000,12.000,NA,,
B7_7_GG_BR_novel_RA,2024-07-16 13:48:04,,/Volumes/My_Passport/RR_NEO/16_7/cut/B7_7_GG_BR_novel.mov,640.840,25.0,No focal subject,Trial start,,,POINT,12.040,12.040,NA,,
B7_8_A_control_RA,2024-07-20 09:33:02,,/Volumes/My_Passport/RR_NEO/17_7/cut/B7_8_A_control.mov,736.030,30.0,black,Eating,,,POINT,12.067,12.067,NA,,
B7_8_A_control_RA,2024-07-20 09:33:02,,/Volumes/My_Passport/RR_NEO/17_7/cut/B7_8_A_control.mov,736.030,30.0,red,Eating,,,POINT,12.133,12.133,NA,,
B6_8_BP_RY_novel_RA,2024-07-18 09:27:45,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_BP_RY_novel.mov,637.930,30.0,No focal subject,Test arena entry,,,POINT,12.433,12.433,NA,,
B6_8_PY_BY_novel_RA,2024-07-18 09:52:56,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_PY_BY_novel.mov,927.430,30.0,No focal subject,Trial start,,,POINT,12.467,12.467,NA,,
B6_2_GR_GR_control_RA,2024-07-14 14:36:58,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B6_2_GR_GR_control.mov,779.040,24.0,No focal subject,Test arena entry,,,POINT,12.500,12.500,NA,,
B2_6_BY_BP_control_RA,2024-07-14 08:56:00,,/Volumes/My_Passport/RR_NEO/1_7/B2_B3/cut/B2_6_BY_BP_control.mov,661.800,30.0,No focal subject,Trial start,,,POINT,12.533,12.533,NA,,
B6_4_GR_GR_novel_RA,2024-07-16 08:16:27,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_GR_GR_novel.mov,658.530,30.0,No focal subject,Test arena entry,,,POINT,12.633,12.633,NA,,
B6_2_GY_RR_control_RA,2024-07-14 14:50:15,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B6_2_GY_RR_control.mov,650.000,24.0,No focal subject,Trial start,,,POINT,12.708,12.708,NA,,
B2_6_GR_PP_control_RA,2024-07-14 09:22:25,,/Volumes/My_Passport/RR_NEO/1_7/B2_B3/cut/B2_6_RY_PP_control.mov,679.230,30.0,No focal subject,Trial start,,,POINT,12.733,12.733,NA,,
B6_4_GG_BG_novel_RA,2024-07-16 07:52:56,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_GG_BG_novel.mov,660.270,30.0,No focal subject,Test arena entry,,,POINT,12.733,12.733,NA,,
B6_4_GR_BB_novel_RA,2024-07-16 08:06:03,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_GR_BB_novel.mov,654.300,30.0,No focal subject,Test arena entry,,,POINT,12.733,12.733,NA,,
B7_4_B_control_RA,2024-07-16 09:15:46,,/Volumes/My_Passport/RR_NEO/13_7/cut/B7_4_B_control.mov,679.870,30.0,No focal subject,Trial start,,,POINT,12.733,12.733,NA,"
",
B5_3_RY_GR_control_RA,2024-07-14 12:36:17,,/Volumes/My_Passport/RR_NEO/1_7/B4_B5/cut/B5_3_RY_GR_control.mov,647.280,25.0,No focal subject,Test arena entry,,,POINT,12.840,12.840,NA,,
B7_2_B_novel_RA,2024-07-14 15:15:28,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B7_2_B_novel.mov,692.380,24.0,red,Test arena entry,,,POINT,12.875,12.875,NA,,
B5_3_PR_GG_control_RA,2024-07-14 12:19:14,,/Volumes/My_Passport/RR_NEO/1_7/B4_B5/cut/B5_3_PR_GG_control.mov,689.640,25.0,No focal subject,Test arena entry,,,POINT,12.880,12.880,NA,,
B6_4_GY_RR_novel_RA,2024-07-16 08:32:32,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_GY_RR_novel.mov,650.630,30.0,No focal subject,Test arena entry,,,POINT,13.000,13.000,NA,,
B7_7_PY_GY_novel_RA,2024-07-16 13:55:42,,/Volumes/My_Passport/RR_NEO/16_7/cut/B7_7_PY_GY_novel.mov,655.840,25.0,No focal subject,Trial start,,,POINT,13.040,13.040,NA,,
B6_8_BP_GP_novel_RA,2024-07-18 09:23:25,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_BP_GP_novel.mov,713.570,30.0,No focal subject,Trial start,,,POINT,13.100,13.100,NA,,
B7_7_BB_PR_novel_RA,2024-07-16 13:24:40,,/Volumes/My_Passport/RR_NEO/16_7/cut/B7_7_BB_PR_novel.mov,649.600,25.0,No focal subject,Zone of Interest,,,STATE,13.120,86.160,73.040,,
B6_8_BB_RR_novel_RA,2024-07-18 09:14:22,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_BB_RR_novel.mov,649.230,30.0,No focal subject,Trial start,,,POINT,13.133,13.133,NA,,
B7_7_GG_BR_novel_RA,2024-07-16 13:48:04,,/Volumes/My_Passport/RR_NEO/16_7/cut/B7_7_GG_BR_novel.mov,640.840,25.0,No focal subject,Test arena entry,,,POINT,13.200,13.200,NA,,
B6_4_BP_RY_novel_RA,2024-07-16 07:45:19,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_BP_RY_novel.mov,670.570,30.0,No focal subject,Test arena entry,,,POINT,13.333,13.333,NA,,
B7_2_B_novel_RA,2024-07-14 15:15:28,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B7_2_B_novel.mov,692.380,24.0,black,Test arena entry,,,POINT,13.333,13.333,NA,,
B7_2_B_novel_RA,2024-07-14 15:15:28,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B7_2_B_novel.mov,692.380,24.0,redblue,Test arena entry,,,POINT,13.375,13.375,NA,,
B6_8_GY_BG_novel_RA,2024-07-18 09:48:03,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_GY_BG_novel.mov,687.230,30.0,No focal subject,Trial start,,,POINT,13.433,13.433,NA,,
B4_3_B_control_RA,2024-07-14 11:24:14,,/Volumes/My_Passport/RR_NEO/1_7/B4_B5/cut/B4_3_B_control.mov,641.720,25.0,No focal subject,Trial start,,,POINT,13.520,13.520,NA,,
B6_2_BP_RY_control_RA,2024-07-14 13:54:37,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B6_2_BP_RY_control.mov,694.880,24.0,No focal subject,Trial start,,,POINT,13.542,13.542,NA,,
B6_8_PY_BY_novel_RA,2024-07-18 09:52:56,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_PY_BY_novel.mov,927.430,30.0,No focal subject,Test arena entry,,,POINT,13.600,13.600,NA,,
B6_8_GG_BG_novel_RA,2024-07-18 09:34:21,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_GG_BG_novel.mov,678.730,30.0,No focal subject,Test arena entry,,,POINT,13.667,13.667,NA,,
B6_8_BY_PY_novel_RA,2024-07-18 09:30:12,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_BY_PY_novel.mov,654.530,30.0,No focal subject,Trial start,,,POINT,13.700,13.700,NA,,
B7_7_BB_PR_novel_RA,2024-07-16 13:24:40,,/Volumes/My_Passport/RR_NEO/16_7/cut/B7_7_BB_PR_novel.mov,649.600,25.0,No focal subject,Eating,,,POINT,13.720,13.720,NA,,
B7_8_B_control_RA,2024-07-20 09:43:19,,/Volumes/My_Passport/RR_NEO/17_7/cut/B7_8_B_control.mov,661.930,30.0,No focal subject,Trial start,,,POINT,13.733,13.733,NA,,
B3_5_BP_YY_control_RA,2024-07-12 09:06:00,,/Volumes/My_Passport/RR_NEO/30_6/B2_B3/cut/B3_5_BP_YY_control.mov,717.130,30.0,No focal subject,Trial start,,,POINT,13.867,13.867,NA,,
B6_2_GY_RR_control_RA,2024-07-14 14:50:15,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B6_2_GY_RR_control.mov,650.000,24.0,No focal subject,Test arena entry,,,POINT,13.875,13.875,NA,,
B7_4_B_control_RA,2024-07-16 09:15:46,,/Volumes/My_Passport/RR_NEO/13_7/cut/B7_4_B_control.mov,679.870,30.0,redblack,Test arena entry,,,POINT,14.000,14.000,NA,,
B7_4_B_control_RA,2024-07-16 09:15:46,,/Volumes/My_Passport/RR_NEO/13_7/cut/B7_4_B_control.mov,679.870,30.0,red,Test arena entry,,,POINT,14.067,14.067,NA,,
B2_6_GR_PP_control_RA,2024-07-14 09:22:25,,/Volumes/My_Passport/RR_NEO/1_7/B2_B3/cut/B2_6_RY_PP_control.mov,679.230,30.0,No focal subject,Test arena entry,,,POINT,14.133,14.133,NA,,
B3_6_2B_novel_RA,2024-07-14 09:52:42,,/Volumes/My_Passport/RR_NEO/1_7/B2_B3/cut/B3_6_2B_novel.mov,689.330,30.0,No focal subject,Trial start,,,POINT,14.133,14.133,NA,,
B6_8_BP_GP_novel_RA,2024-07-18 09:23:25,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_BP_GP_novel.mov,713.570,30.0,No focal subject,Test arena entry,,,POINT,14.167,14.167,NA,,
B6_8_BB_RR_novel_RA,2024-07-18 09:14:22,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_BB_RR_novel.mov,649.230,30.0,No focal subject,Test arena entry,,,POINT,14.233,14.233,NA,,
B6_2_PY_BY_control_RA,2024-07-14 14:54:35,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B6_2_PY_BY_control.mov,651.460,24.0,No focal subject,Trial start,,,POINT,14.250,14.250,NA,,
B7_2_B_novel_RA,2024-07-14 15:15:28,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B7_2_B_novel.mov,692.380,24.0,redblack,Test arena entry,,,POINT,14.250,14.250,NA,,
B7_4_B_control_RA,2024-07-16 09:15:46,,/Volumes/My_Passport/RR_NEO/13_7/cut/B7_4_B_control.mov,679.870,30.0,redblue,Test arena entry,,,POINT,14.267,14.267,NA,,
B3_5_BR_GY_control_RA,2024-07-12 09:15:49,,/Volumes/My_Passport/RR_NEO/30_6/B2_B3/cut/B3_5_BR_GY_control.mov,675.370,30.0,No focal subject,Zone of Interest,,,STATE,14.433,91.200,76.767,,
B6_4_GY_BG_novel_RA,2024-07-16 08:25:42,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_GY_BG_novel.mov,650.770,30.0,No focal subject,Test arena entry,,,POINT,14.533,14.533,NA,,
B5_3_BG_BY_control_RA,2024-07-14 12:04:03,,/Volumes/My_Passport/RR_NEO/1_7/B4_B5/cut/B5_3_BG_BY_control.mov,661.080,25.0,No focal subject,Trial start,,,POINT,14.560,14.560,NA,,
B6_8_GY_RR_novel_RA,2024-07-18 09:50:41,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_GY_RR_novel.mov,727.900,30.0,No focal subject,Trial start,,,POINT,14.567,14.567,NA,,
B7_4_B_control_RA,2024-07-16 09:15:46,,/Volumes/My_Passport/RR_NEO/13_7/cut/B7_4_B_control.mov,679.870,30.0,black,Test arena entry,,,POINT,14.600,14.600,NA,,
B7_2_B_novel_RA,2024-07-14 15:15:28,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B7_2_B_novel.mov,692.380,24.0,blue,Test arena entry,,,POINT,14.625,14.625,NA,,
B7_8_A_control_RA,2024-07-20 09:33:02,,/Volumes/My_Passport/RR_NEO/17_7/cut/B7_8_A_control.mov,736.030,30.0,red,Zone of Interest,,,STATE,14.667,98.167,83.500,,
B7_7_PY_GY_novel_RA,2024-07-16 13:55:42,,/Volumes/My_Passport/RR_NEO/16_7/cut/B7_7_PY_GY_novel.mov,655.840,25.0,No focal subject,Test arena entry,,,POINT,14.680,14.680,NA,,
B7_8_B_control_RA,2024-07-20 09:43:19,,/Volumes/My_Passport/RR_NEO/17_7/cut/B7_8_B_control.mov,661.930,30.0,blue,Test arena entry,,,POINT,14.800,14.800,NA,,
B7_8_B_control_RA,2024-07-20 09:43:19,,/Volumes/My_Passport/RR_NEO/17_7/cut/B7_8_B_control.mov,661.930,30.0,redblue,Test arena entry,,,POINT,14.800,14.800,NA,,
B2_6_YY_PP_control_RA,2024-07-14 09:32:34,,/Volumes/My_Passport/RR_NEO/1_7/B2_B3/cut/B2_6_YY_PP_control.mov,712.030,30.0,No focal subject,Trial start,,,POINT,14.833,14.833,NA,,
B7_7_GY_GP_novel_RA,2024-07-16 13:52:20,,/Volumes/My_Passport/RR_NEO/16_7/cut/B7_7_GY_GP_novel.mov,654.680,25.0,No focal subject,Test arena entry,,,POINT,14.920,14.920,NA,,
B6_4_GR_GR_novel_RA,2024-07-16 08:16:27,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_GR_GR_novel.mov,658.530,30.0,No focal subject,Zone of Interest,,,STATE,14.967,19.400,4.433,,
B5_3_PR_RY_control_RA,2024-07-14 12:22:14,,/Volumes/My_Passport/RR_NEO/1_7/B4_B5/cut/B5_3_PR_RY_control.mov,704.200,25.0,No focal subject,Trial start,,,POINT,15.000,15.000,NA,,
B6_8_GY_BG_novel_RA,2024-07-18 09:48:03,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_GY_BG_novel.mov,687.230,30.0,No focal subject,Test arena entry,,,POINT,15.067,15.067,NA,,
B6_4_PY_BY_novel_RA,2024-07-16 08:35:22,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_PY_BY_novel.mov,650.130,30.0,No focal subject,Zone of Interest,,,STATE,15.133,41.300,26.167,,
B6_2_BP_RY_control_RA,2024-07-14 13:54:37,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B6_2_BP_RY_control.mov,694.880,24.0,No focal subject,Test arena entry,,,POINT,15.208,15.208,NA,,
B3_5_BP_YY_control_RA,2024-07-12 09:06:00,,/Volumes/My_Passport/RR_NEO/30_6/B2_B3/cut/B3_5_BP_YY_control.mov,717.130,30.0,No focal subject,Test arena entry,,,POINT,15.233,15.233,NA,,
B7_4_B_control_RA,2024-07-16 09:15:46,,/Volumes/My_Passport/RR_NEO/13_7/cut/B7_4_B_control.mov,679.870,30.0,blue,Test arena entry,,,POINT,15.233,15.233,NA,,
B7_2_B_novel_RA,2024-07-14 15:15:28,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B7_2_B_novel.mov,692.380,24.0,red,Zone of Interest,,,STATE,15.250,49.708,34.458,,
B7_8_B_control_RA,2024-07-20 09:43:19,,/Volumes/My_Passport/RR_NEO/17_7/cut/B7_8_B_control.mov,661.930,30.0,redblack,Test arena entry,,,POINT,15.267,15.267,NA,,
B7_8_B_control_RA,2024-07-20 09:43:19,,/Volumes/My_Passport/RR_NEO/17_7/cut/B7_8_B_control.mov,661.930,30.0,black,Test arena entry,,,POINT,15.333,15.333,NA,,
B2_6_BY_BP_control_RA,2024-07-14 08:56:00,,/Volumes/My_Passport/RR_NEO/1_7/B2_B3/cut/B2_6_BY_BP_control.mov,661.800,30.0,No focal subject,Test arena entry,,,POINT,15.367,15.367,NA,,
B3_5_BR_GY_control_RA,2024-07-12 09:15:49,,/Volumes/My_Passport/RR_NEO/30_6/B2_B3/cut/B3_5_BR_GY_control.mov,675.370,30.0,No focal subject,Eating,,,POINT,15.433,15.433,NA,,
B6_4_GR_GR_novel_RA,2024-07-16 08:16:27,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_GR_GR_novel.mov,658.530,30.0,No focal subject,Eating,,,POINT,15.433,15.433,NA,,
B7_8_B_control_RA,2024-07-20 09:43:19,,/Volumes/My_Passport/RR_NEO/17_7/cut/B7_8_B_control.mov,661.930,30.0,red,Test arena entry,,,POINT,15.500,15.500,NA,,
B5_3_RR_PP_control_RA,2024-07-14 12:32:53,,/Volumes/My_Passport/RR_NEO/1_7/B4_B5/cut/B5_3_RR_PP_control.mov,685.760,25.0,No focal subject,Trial start,,,POINT,15.520,15.520,NA,,
B7_2_B_novel_RA,2024-07-14 15:15:28,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B7_2_B_novel.mov,692.380,24.0,black,Zone of Interest,,,STATE,15.542,39.792,24.250,,
B4_3_B_control_RA,2024-07-14 11:24:14,,/Volumes/My_Passport/RR_NEO/1_7/B4_B5/cut/B4_3_B_control.mov,641.720,25.0,blue,Test arena entry,,,POINT,15.560,15.560,NA,,
B7_2_B_novel_RA,2024-07-14 15:15:28,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B7_2_B_novel.mov,692.380,24.0,red,Eating,,,POINT,15.583,15.583,NA,,
B7_2_B_novel_RA,2024-07-14 15:15:28,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B7_2_B_novel.mov,692.380,24.0,redblue,Zone of Interest,,,STATE,15.583,76.417,60.834,,
B4_3_B_control_RA,2024-07-14 11:24:14,,/Volumes/My_Passport/RR_NEO/1_7/B4_B5/cut/B4_3_B_control.mov,641.720,25.0,black,Test arena entry,,,POINT,15.640,15.640,NA,,
B5_3_RY_GR_control_RA,2024-07-14 12:36:17,,/Volumes/My_Passport/RR_NEO/1_7/B4_B5/cut/B5_3_RY_GR_control.mov,647.280,25.0,No focal subject,Zone of Interest,,,STATE,15.640,78.040,62.400,,
B6_7_B_novel_RA,2024-07-17 08:39:26,,/Volumes/My_Passport/RR_NEO/16_7/cut/B6_7_B_novel.mov,713.800,25.0,No focal subject,Trial start,,,POINT,15.640,15.640,NA,,
B5_3_PR_GG_control_RA,2024-07-14 12:19:14,,/Volumes/My_Passport/RR_NEO/1_7/B4_B5/cut/B5_3_PR_GG_control.mov,689.640,25.0,No focal subject,Zone of Interest,,,STATE,15.760,171.520,155.760,,
B6_8_GR_BB_novel_RA,2024-07-18 09:38:02,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_GR_BB_novel.mov,773.600,30.0,No focal subject,Trial start,,,POINT,15.767,15.767,NA,,
B7_2_B_novel_RA,2024-07-14 15:15:28,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B7_2_B_novel.mov,692.380,24.0,black,Eating,,,POINT,15.833,15.833,NA,,
B7_7_GG_BR_novel_RA,2024-07-16 13:48:04,,/Volumes/My_Passport/RR_NEO/16_7/cut/B7_7_GG_BR_novel.mov,640.840,25.0,No focal subject,Zone of Interest,,,STATE,15.880,61.080,45.200,,
B2_6_PP_BB_control_RA,2024-07-14 09:14:53,,/Volumes/My_Passport/RR_NEO/1_7/B2_B3/cut/B2_6_PP_BB_control.mov,774.600,30.0,No focal subject,Trial start,,,POINT,15.967,15.967,NA,,
B6_8_PY_BY_novel_RA,2024-07-18 09:52:56,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_PY_BY_novel.mov,927.430,30.0,No focal subject,Zone of Interest,,,STATE,15.967,49.000,33.033,,
B6_8_GY_RR_novel_RA,2024-07-18 09:50:41,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_GY_RR_novel.mov,727.900,30.0,No focal subject,Test arena entry,,,POINT,16.000,16.000,NA,,
B6_8_BY_PY_novel_RA,2024-07-18 09:30:12,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_BY_PY_novel.mov,654.530,30.0,No focal subject,Test arena entry,,,POINT,16.067,16.067,NA,,
