Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
B6_2_GY_BG_control_RA,2024-07-14 14:44:43,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B6_2_GY_BG_control.mov,677.040,24.0,No focal subject,Zone of Interest,,,STATE,397.125,398.208,1.083,,
B6_7_B_novel_RA,2024-07-17 08:39:26,,/Volumes/My_Passport/RR_NEO/16_7/cut/B6_7_B_novel.mov,713.800,25.0,redblack,Zone of Interest,,,STATE,398.560,401.680,3.120,,
B6_7_B_novel_RA,2024-07-17 08:39:26,,/Volumes/My_Passport/RR_NEO/16_7/cut/B6_7_B_novel.mov,713.800,25.0,redblue,Zone of Interest,,,STATE,403.520,616.920,213.400,,
B6_7_B_novel_RA,2024-07-17 08:39:26,,/Volumes/My_Passport/RR_NEO/16_7/cut/B6_7_B_novel.mov,713.800,25.0,redblack,Zone of Interest,,,STATE,404.600,452.160,47.560,,
B7_4_B_control_RA,2024-07-16 09:15:46,,/Volumes/My_Passport/RR_NEO/13_7/cut/B7_4_B_control.mov,679.870,30.0,red,Zone of Interest,,,STATE,405.533,426.167,20.634,,
B6_8_GR_BB_novel_RA,2024-07-18 09:38:02,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_GR_BB_novel.mov,773.600,30.0,No focal subject,Zone of Interest,,,STATE,414.667,443.733,29.066,,
B2_3_A_novel_RA,2024-07-08 11:17:38,,/Users/reinoud/Desktop/test/B2_3_A_novel.mp4,710.510,30.0,redblue,Zone of Interest,,,STATE,442.867,478.800,35.933,,
B7_4_B_control_RA,2024-07-16 09:15:46,,/Volumes/My_Passport/RR_NEO/13_7/cut/B7_4_B_control.mov,679.870,30.0,red,Zone of Interest,,,STATE,445.967,505.900,59.933,,
B6_7_A_novel_RA,2024-07-16 11:20:08,,/Volumes/My_Passport/RR_NEO/16_7/cut/B6_7_A_novel.mov,681.680,25.0,redblue,Zone of Interest,,,STATE,452.240,618.560,166.320,,
B6_7_B_novel_RA,2024-07-17 08:39:26,,/Volumes/My_Passport/RR_NEO/16_7/cut/B6_7_B_novel.mov,713.800,25.0,redblack,Zone of Interest,,,STATE,463.360,518.040,54.680,,
B5_3_RY_GR_control_RA,2024-07-14 12:36:17,,/Volumes/My_Passport/RR_NEO/1_7/B4_B5/cut/B5_3_RY_GR_control.mov,647.280,25.0,No focal subject,Zone of Interest,,,STATE,486.160,612.840,126.680,,
B5_3_RR_PP_control_RA,2024-07-14 12:32:53,,/Volumes/My_Passport/RR_NEO/1_7/B4_B5/cut/B5_3_RR_PP_control.mov,685.760,25.0,No focal subject,Zone of Interest,,,STATE,486.440,586.680,100.240,,
B6_7_A_novel_RA,2024-07-16 11:20:08,,/Volumes/My_Passport/RR_NEO/16_7/cut/B6_7_A_novel.mov,681.680,25.0,red,Zone of Interest,,,STATE,508.760,618.600,109.840,,
B6_7_B_novel_RA,2024-07-17 08:39:26,,/Volumes/My_Passport/RR_NEO/16_7/cut/B6_7_B_novel.mov,713.800,25.0,blue,Zone of Interest,,,STATE,509.000,509.440,0.440,,
B6_7_B_novel_RA,2024-07-17 08:39:26,,/Volumes/My_Passport/RR_NEO/16_7/cut/B6_7_B_novel.mov,713.800,25.0,red,Zone of Interest,,,STATE,512.240,549.600,37.360,,
B6_7_B_novel_RA,2024-07-17 08:39:26,,/Volumes/My_Passport/RR_NEO/16_7/cut/B6_7_B_novel.mov,713.800,25.0,blue,Zone of Interest,,,STATE,513.760,524.800,11.040,,
B5_3_RR_BY_control_RA,2024-07-14 12:24:45,,/Volumes/My_Passport/RR_NEO/1_7/B4_B5/cut/B5_3_RR_BY_control.mov,952.000,25.0,No focal subject,Zone of Interest,,,STATE,517.200,518.560,1.360,,
B6_7_B_novel_RA,2024-07-17 08:39:26,,/Volumes/My_Passport/RR_NEO/16_7/cut/B6_7_B_novel.mov,713.800,25.0,redblack,Zone of Interest,,,STATE,529.640,617.320,87.680,,
B2_3_A_novel_RA,2024-07-08 11:17:38,,/Users/reinoud/Desktop/test/B2_3_A_novel.mp4,710.510,30.0,black,Zone of Interest,,,STATE,543.833,586.767,42.934,,
B2_3_A_novel_RA,2024-07-08 11:17:38,,/Users/reinoud/Desktop/test/B2_3_A_novel.mp4,710.510,30.0,red,Zone of Interest,,,STATE,545.000,695.233,150.233,,
B6_2_GR_GR_control_RA,2024-07-14 14:36:58,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B6_2_GR_GR_control.mov,779.040,24.0,No focal subject,Zone of Interest,,,STATE,563.292,607.292,44.000,,
B6_7_A_novel_RA,2024-07-16 11:20:08,,/Volumes/My_Passport/RR_NEO/16_7/cut/B6_7_A_novel.mov,681.680,25.0,black,Zone of Interest,,,STATE,565.640,580.000,14.360,,
B2_3_A_novel_RA,2024-07-08 11:17:38,,/Users/reinoud/Desktop/test/B2_3_A_novel.mp4,710.510,30.0,redblue,Zone of Interest,,,STATE,582.967,656.133,73.166,,
B7_7_BY_RR_novel_RA,2024-07-16 13:40:52,,/Volumes/My_Passport/RR_NEO/16_7/cut/B7_7_BY_RR_novel.mov,633.680,25.0,No focal subject,Trial end,,,POINT,603.880,603.880,NA,,
B7_8_A_control_RA,2024-07-20 09:33:02,,/Volumes/My_Passport/RR_NEO/17_7/cut/B7_8_A_control.mov,736.030,30.0,No focal subject,Trial end,,,POINT,609.233,609.233,NA,,
B6_4_PY_BY_novel_RA,2024-07-16 08:35:22,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_PY_BY_novel.mov,650.130,30.0,No focal subject,Trial end,,,POINT,609.667,609.667,NA,,
B3_5_BR_GY_control_RA,2024-07-12 09:15:49,,/Volumes/My_Passport/RR_NEO/30_6/B2_B3/cut/B3_5_BR_GY_control.mov,675.370,30.0,No focal subject,Trial end,,,POINT,610.113,610.113,NA,,
B7_7_BB_PR_novel_RA,2024-07-16 13:24:40,,/Volumes/My_Passport/RR_NEO/16_7/cut/B7_7_BB_PR_novel.mov,649.600,25.0,No focal subject,Trial end,,,POINT,610.120,610.120,NA,,
B6_4_BP_GP_novel_RA,2024-07-16 07:28:48,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_BP_GP_novel.mov,639.970,30.0,No focal subject,Trial end,,,POINT,610.133,610.133,NA,,
B6_2_GR_BB_control_RA,2024-07-14 14:29:44,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B6_2_GR_BB_control.mov,640.000,24.0,No focal subject,Trial end,,,POINT,610.542,610.542,NA,,
B6_8_BP_RY_novel_RA,2024-07-18 09:27:45,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_BP_RY_novel.mov,637.930,30.0,No focal subject,Trial end,,,POINT,612.433,612.433,NA,,
B6_2_GR_GR_control_RA,2024-07-14 14:36:58,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B6_2_GR_GR_control.mov,779.040,24.0,No focal subject,Trial end,,,POINT,612.500,612.500,NA,,
B6_4_GR_GR_novel_RA,2024-07-16 08:16:27,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_GR_GR_novel.mov,658.530,30.0,No focal subject,Trial end,,,POINT,612.633,612.633,NA,,
B6_4_GG_BG_novel_RA,2024-07-16 07:52:56,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_GG_BG_novel.mov,660.270,30.0,No focal subject,Trial end,,,POINT,612.733,612.733,NA,,
B6_4_GR_BB_novel_RA,2024-07-16 08:06:03,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_GR_BB_novel.mov,654.300,30.0,No focal subject,Trial end,,,POINT,612.733,612.733,NA,,
B5_3_RY_GR_control_RA,2024-07-14 12:36:17,,/Volumes/My_Passport/RR_NEO/1_7/B4_B5/cut/B5_3_RY_GR_control.mov,647.280,25.0,No focal subject,Trial end,,,POINT,612.840,612.840,NA,,
B5_3_PR_GG_control_RA,2024-07-14 12:19:14,,/Volumes/My_Passport/RR_NEO/1_7/B4_B5/cut/B5_3_PR_GG_control.mov,689.640,25.0,No focal subject,Trial end,,,POINT,612.880,612.880,NA,,
B6_4_GY_RR_novel_RA,2024-07-16 08:32:32,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_GY_RR_novel.mov,650.630,30.0,No focal subject,Trial end,,,POINT,613.000,613.000,NA,,
B7_7_GG_BR_novel_RA,2024-07-16 13:48:04,,/Volumes/My_Passport/RR_NEO/16_7/cut/B7_7_GG_BR_novel.mov,640.840,25.0,No focal subject,Trial end,,,POINT,613.200,613.200,NA,,
B6_4_BP_RY_novel_RA,2024-07-16 07:45:19,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_BP_RY_novel.mov,670.570,30.0,No focal subject,Trial end,,,POINT,613.333,613.333,NA,,
B6_8_PY_BY_novel_RA,2024-07-18 09:52:56,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_PY_BY_novel.mov,927.430,30.0,No focal subject,Trial end,,,POINT,613.600,613.600,NA,,
B6_8_GG_BG_novel_RA,2024-07-18 09:34:21,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_GG_BG_novel.mov,678.730,30.0,No focal subject,Trial end,,,POINT,613.667,613.667,NA,,
B6_2_GY_RR_control_RA,2024-07-14 14:50:15,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B6_2_GY_RR_control.mov,650.000,24.0,No focal subject,Trial end,,,POINT,613.875,613.875,NA,,
B2_6_GR_PP_control_RA,2024-07-14 09:22:25,,/Volumes/My_Passport/RR_NEO/1_7/B2_B3/cut/B2_6_RY_PP_control.mov,679.230,30.0,No focal subject,Trial end,,,POINT,614.133,614.133,NA,,
B6_8_BP_GP_novel_RA,2024-07-18 09:23:25,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_BP_GP_novel.mov,713.570,30.0,No focal subject,Trial end,,,POINT,614.167,614.167,NA,,
B6_8_BB_RR_novel_RA,2024-07-18 09:14:22,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_BB_RR_novel.mov,649.230,30.0,No focal subject,Trial end,,,POINT,614.233,614.233,NA,,
B7_2_B_novel_RA,2024-07-14 15:15:28,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B7_2_B_novel.mov,692.380,24.0,red,Trial end,,,POINT,614.250,614.250,NA,,
B6_4_GY_BG_novel_RA,2024-07-16 08:25:42,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_GY_BG_novel.mov,650.770,30.0,No focal subject,Trial end,,,POINT,614.533,614.533,NA,,
B7_7_PY_GY_novel_RA,2024-07-16 13:55:42,,/Volumes/My_Passport/RR_NEO/16_7/cut/B7_7_PY_GY_novel.mov,655.840,25.0,No focal subject,Trial end,,,POINT,614.680,614.680,NA,,
B7_7_GY_GP_novel_RA,2024-07-16 13:52:20,,/Volumes/My_Passport/RR_NEO/16_7/cut/B7_7_GY_GP_novel.mov,654.680,25.0,No focal subject,Trial end,,,POINT,614.920,614.920,NA,,
B6_8_GY_BG_novel_RA,2024-07-18 09:48:03,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_GY_BG_novel.mov,687.230,30.0,No focal subject,Trial end,,,POINT,615.067,615.067,NA,,
B6_2_BP_RY_control_RA,2024-07-14 13:54:37,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B6_2_BP_RY_control.mov,694.880,24.0,No focal subject,Trial end,,,POINT,615.208,615.208,NA,,
B3_5_BP_YY_control_RA,2024-07-12 09:06:00,,/Volumes/My_Passport/RR_NEO/30_6/B2_B3/cut/B3_5_BP_YY_control.mov,717.130,30.0,No focal subject,Trial end,,,POINT,615.233,615.233,NA,,
B7_4_B_control_RA,2024-07-16 09:15:46,,/Volumes/My_Passport/RR_NEO/13_7/cut/B7_4_B_control.mov,679.870,30.0,No focal subject,Trial end,,,POINT,615.233,615.233,NA,,
B2_6_BY_BP_control_RA,2024-07-14 08:56:00,,/Volumes/My_Passport/RR_NEO/1_7/B2_B3/cut/B2_6_BY_BP_control.mov,661.800,30.0,No focal subject,Trial end,,,POINT,615.367,615.367,NA,,
B2_3_A_novel_RA,2024-07-08 11:17:38,,/Users/reinoud/Desktop/test/B2_3_A_novel.mp4,710.510,30.0,blue,Zone of Interest,,,STATE,615.400,644.467,29.067,,
B7_8_B_control_RA,2024-07-20 09:43:19,,/Volumes/My_Passport/RR_NEO/17_7/cut/B7_8_B_control.mov,661.930,30.0,No focal subject,Trial end,,,POINT,615.500,615.500,NA,,
B2_6_PP_BB_control_RA,2024-07-14 09:14:53,,/Volumes/My_Passport/RR_NEO/1_7/B2_B3/cut/B2_6_PP_BB_control.mov,774.600,30.0,No focal subject,Trial end,,,POINT,615.967,615.967,NA,,
B6_8_GY_RR_novel_RA,2024-07-18 09:50:41,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_GY_RR_novel.mov,727.900,30.0,No focal subject,Trial end,,,POINT,616.000,616.000,NA,,
B6_8_BY_PY_novel_RA,2024-07-18 09:30:12,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_BY_PY_novel.mov,654.530,30.0,No focal subject,Trial end,,,POINT,616.067,616.067,NA,,
B6_2_GY_BG_control_RA,2024-07-14 14:44:43,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B6_2_GY_BG_control.mov,677.040,24.0,No focal subject,Trial end,,,POINT,616.458,616.458,NA,,
B3_6_2B_novel_RA,2024-07-14 09:52:42,,/Volumes/My_Passport/RR_NEO/1_7/B2_B3/cut/B3_6_2B_novel.mov,689.330,30.0,black,Trial end,,,POINT,616.600,616.600,NA,,
B2_6_YY_PP_control_RA,2024-07-14 09:32:34,,/Volumes/My_Passport/RR_NEO/1_7/B2_B3/cut/B2_6_YY_PP_control.mov,712.030,30.0,No focal subject,Trial end,,,POINT,616.967,616.967,NA,,
B5_3_BG_BY_control_RA,2024-07-14 12:04:03,,/Volumes/My_Passport/RR_NEO/1_7/B4_B5/cut/B5_3_BG_BY_control.mov,661.080,25.0,No focal subject,Trial end,,,POINT,617.040,617.040,NA,,
B5_3_PR_RY_control_RA,2024-07-14 12:22:14,,/Volumes/My_Passport/RR_NEO/1_7/B4_B5/cut/B5_3_PR_RY_control.mov,704.200,25.0,No focal subject,Trial end,,,POINT,617.080,617.080,NA,,
B6_2_BB_RR_control_RA,2024-07-14 13:45:03,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B6_2_BB_RR_control.mov,751.670,24.0,No focal subject,Trial end,,,POINT,617.250,617.250,NA,,
B6_2_PY_BY_control_RA,2024-07-14 14:54:35,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B6_2_PY_BY_control.mov,651.460,24.0,No focal subject,Trial end,,,POINT,617.250,617.250,NA,,
B6_7_B_novel_RA,2024-07-17 08:39:26,,/Volumes/My_Passport/RR_NEO/16_7/cut/B6_7_B_novel.mov,713.800,25.0,No focal subject,Trial end,,,POINT,617.400,617.400,NA,,
B6_8_GR_BB_novel_RA,2024-07-18 09:38:02,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_GR_BB_novel.mov,773.600,30.0,No focal subject,Trial end,,,POINT,617.667,617.667,NA,,
B6_2_BP_GP_control_RA,2024-07-14 13:51:09,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B6_2_BP_GP_control.mov,656.250,24.0,No focal subject,Trial end,,,POINT,617.708,617.708,NA,,
B5_3_RR_PP_control_RA,2024-07-14 12:32:53,,/Volumes/My_Passport/RR_NEO/1_7/B4_B5/cut/B5_3_RR_PP_control.mov,685.760,25.0,No focal subject,Trial end,,,POINT,618.000,618.000,NA,,
B5_3_BB_GR_control_RA,2024-07-14 11:56:26,,/Volumes/My_Passport/RR_NEO/1_7/B4_B5/cut/B5_3_BB_GR_control.mov,697.000,25.0,No focal subject,Trial end,,,POINT,618.560,618.560,NA,,
B7_7_GG_BY_novel_RA,2024-07-16 13:50:14,,/Volumes/My_Passport/RR_NEO/16_7/cut/B7_7_GG_BY_novel.mov,656.400,25.0,No focal subject,Trial end,,,POINT,618.560,618.560,NA,,
B3_6_2A_novel_RA,2024-07-14 09:35:17,,/Volumes/My_Passport/RR_NEO/1_7/B2_B3/cut/B3_6_2A_novel.mov,672.300,30.0,black,Trial end,,,POINT,618.600,618.600,NA,,
B7_7_BG_RR_novel_RA,2024-07-16 13:31:43,,/Volumes/My_Passport/RR_NEO/16_7/cut/B7_7_BG_RR_novel.mov,649.720,25.0,No focal subject,Trial end,,,POINT,619.520,619.520,NA,,
B6_7_A_novel_RA,2024-07-16 11:20:08,,/Volumes/My_Passport/RR_NEO/16_7/cut/B6_7_A_novel.mov,681.680,25.0,No focal subject,Trial end,,,POINT,619.640,619.640,NA,,
B4_3_B_control_RA,2024-07-14 11:24:14,,/Volumes/My_Passport/RR_NEO/1_7/B4_B5/cut/B4_3_B_control.mov,641.720,25.0,red,Trial end,,,POINT,619.960,619.960,NA,,
B4_3_A_control_RA,2024-07-14 10:18:53,,/Volumes/My_Passport/RR_NEO/1_7/B4_B5/cut/B4_3_A_control.mov,641.480,25.0,red,Trial end,,,POINT,620.800,620.800,NA,,
B7_7_BR_GR_novel_RA,2024-07-16 13:37:21,,/Volumes/My_Passport/RR_NEO/16_7/cut/B7_7_BR_GR_novel.mov,655.520,25.0,No focal subject,Trial end,,,POINT,621.400,621.400,NA,,
B6_2_GG_BG_control_RA,2024-07-14 14:24:54,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B6_2_GG_BG_control.mov,661.330,24.0,No focal subject,Trial end,,,POINT,622.167,622.167,NA,,
B3_5_PY_BP_control_RA,2024-07-12 12:06:37,,/Volumes/My_Passport/RR_NEO/30_6/B2_B3/cut/B3_5_PY_BP_control.mov,706.700,30.0,No focal subject,Trial end,,,POINT,622.267,622.267,NA,,
B5_3_PP_RY_control_RA,2024-07-14 12:15:34,,/Volumes/My_Passport/RR_NEO/1_7/B4_B5/cut/B5_3_PP_RY_control.mov,683.120,25.0,No focal subject,Trial end,,,POINT,622.640,622.640,NA,,
B6_4_BY_PY_novel_RA,2024-07-16 07:50:15,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_BY_PY_novel.mov,662.730,30.0,No focal subject,Trial end,,,POINT,622.767,622.767,NA,,
B2_5_B_control_RA,2024-07-12 12:41:14,,/Volumes/My_Passport/RR_NEO/30_6/B2_B3/cut/B2_5_B_control.mov,696.900,30.0,No focal subject,Trial end,,,POINT,623.367,623.367,NA,,
B6_8_GR_GR_novel_RA,2024-07-18 09:44:45,,/Volumes/My_Passport/RR_NEO/17_7/cut/B6_8_GR_GR_novel.mov,720.300,30.0,No focal subject,Trial end,,,POINT,623.400,623.400,NA,,
B2_6_GY_BY_control_RA,2024-07-14 08:58:41,,/Volumes/My_Passport/RR_NEO/1_7/B2_B3/cut/B2_6_GY_PR_control.mov,688.370,30.0,No focal subject,Trial end,,,POINT,623.633,623.633,NA,,
B2_6_GY_PR_control_RA,2024-07-14 09:10:41,,/Volumes/My_Passport/RR_NEO/1_7/B2_B3/cut/B2_6_GY_PR_control.mov,688.370,30.0,No focal subject,Trial end,,,POINT,623.667,623.667,NA,,
B6_4_BB_RR_novel_RA,2024-07-16 07:25:20,,/Volumes/My_Passport/RR_NEO/13_7/cut/B6_4_BB_RR_novel.mov,644.600,30.0,No focal subject,Trial end,,,POINT,624.367,624.367,NA,,
B5_3_BY_PR_control_RA,2024-07-14 12:09:30,,/Volumes/My_Passport/RR_NEO/1_7/B4_B5/cut/B5_3_BY_PR_control.mov,654.360,25.0,No focal subject,Trial end,,,POINT,624.440,624.440,NA,,
B2_6_RY_RR_control_RA,2024-07-14 09:27:57,,/Volumes/My_Passport/RR_NEO/1_7/B2_B3/cut/B2_6_RY_RR_control.mov,692.970,30.0,No focal subject,Trial end,,,POINT,625.033,625.033,NA,,
B6_2_BY_PY_control_RA,2024-07-14 14:14:55,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B6_2_BY_PY_control.mov,673.380,24.0,No focal subject,Trial end,,,POINT,628.125,628.125,NA,,
B7_4_A_control_RA,2024-07-16 08:43:57,,/Volumes/My_Passport/RR_NEO/13_7/cut/B7_4_A_control.mov,659.370,30.0,black,Trial end,,,POINT,628.800,628.800,NA,,
B5_3_BG_BP_control_RA,2024-07-14 12:01:01,,/Volumes/My_Passport/RR_NEO/1_7/B4_B5/cut/B5_3_BG_BP_control.mov,716.560,25.0,No focal subject,Trial end,,,POINT,631.640,631.640,NA,,
B3_5_BP_BP_control_RA,2024-07-12 08:40:25,,/Volumes/My_Passport/RR_NEO/30_6/B2_B3/cut/B3_5_BP_BP_control.mov,670.800,30.0,No focal subject,Trial end,,,POINT,632.697,632.697,NA,,
B2_6_BR_PP_control_RA,2024-07-14 08:47:45,,/Volumes/My_Passport/RR_NEO/1_7/B2_B3/cut/B2_6_BR_PP_control.mov,743.670,30.0,No focal subject,Trial end,,,POINT,639.800,639.800,NA,,
B7_7_BP_GG_novel_RA,2024-07-16 13:34:17,,/Volumes/My_Passport/RR_NEO/16_7/cut/B7_7_BP_GG_novel.mov,719.880,25.0,No focal subject,Trial end,,,POINT,639.800,639.800,NA,,
B3_5_GR_BY_control_RA,2024-07-12 11:49:26,,/Volumes/My_Passport/RR_NEO/30_6/B2_B3/cut/B3_5_GR_BY_control.mov,689.400,30.0,No focal subject,Trial end,,,POINT,646.113,646.113,NA,,
B3_5_GR_GP_control_RA,2024-07-12 11:56:26,,/Volumes/My_Passport/RR_NEO/30_6/B2_B3/cut/B3_5_GR_GP_control.mov,811.930,30.0,No focal subject,Trial end,,,POINT,647.833,647.833,NA,,
B3_5_RY_GG_control_RA,2024-07-12 12:13:10,,/Volumes/My_Passport/RR_NEO/30_6/B2_B3/cut/B3_5_RY_GG_control.mov,708.700,30.0,No focal subject,Trial end,,,POINT,652.567,652.567,NA,,
B2_3_A_novel_RA,2024-07-08 11:17:38,,/Users/reinoud/Desktop/test/B2_3_A_novel.mp4,710.510,30.0,blue,Zone of Interest,,,STATE,654.600,695.233,40.633,,
B7_2_A_novel_RA,2024-07-14 15:00:14,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B7_2_A_novel.mov,756.130,24.0,blue,Zone of Interest,,,STATE,658.250,678.042,19.792,,
B2_3_A_novel_RA,2024-07-08 11:17:38,,/Users/reinoud/Desktop/test/B2_3_A_novel.mp4,710.510,30.0,redblue,Zone of Interest,,,STATE,665.167,665.533,0.366,,
B2_3_A_novel_RA,2024-07-08 11:17:38,,/Users/reinoud/Desktop/test/B2_3_A_novel.mp4,710.510,30.0,redblue,Zone of Interest,,,STATE,673.500,704.400,30.900,,
B7_2_A_novel_RA,2024-07-14 15:00:14,,/Volumes/My_Passport/RR_NEO/11_7/B6_B7/cut/B7_2_A_novel.mov,756.130,24.0,blue,Trial end,,,POINT,678.042,678.042,NA,,
B3_5_BP_GR_control_RA,2024-07-12 08:57:12,,/Volumes/My_Passport/RR_NEO/30_6/B2_B3/cut/B3_5_BP_GR_control.mov,793.670,30.0,No focal subject,Trial end,,,POINT,688.400,688.400,NA,,
B2_5_A_control_RA,2024-07-12 12:18:41,,/Volumes/My_Passport/RR_NEO/30_6/B2_B3/cut/B2_5_A_control.mov,750.730,30.0,No focal subject,Trial end,,,POINT,690.267,690.267,NA,,
B2_3_A_novel_RA,2024-07-08 11:17:38,,/Users/reinoud/Desktop/test/B2_3_A_novel.mp4,710.510,30.0,No focal subject,Trial end,,,POINT,704.400,704.400,NA,,
B5_3_RR_BY_control_RA,2024-07-14 12:24:45,,/Volumes/My_Passport/RR_NEO/1_7/B4_B5/cut/B5_3_RR_BY_control.mov,952.000,25.0,No focal subject,Trial end,,,POINT,951.960,951.960,NA,,
