Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
B9_3_BG_PR_control_SK,2024-07-15 14:25:18,,/Volumes/T7/15_7/cut/B9_3_BG_PR_control.mp4,711.000,30.0,No focal subject,Trial start,,,POINT,0.300,0.300,NA,,
B4_8_YY_BR_control_SK,2024-07-11 15:48:55,,/Volumes/T7/6_7/cut/B4_8_YY_BR_control.mp4,785.880,25.0,No focal subject,Trial start,,,POINT,0.600,0.600,NA,,
B4_8_YY_BR_control_SK,2024-07-11 15:48:55,,/Volumes/T7/6_7/cut/B4_8_YY_BR_control.mp4,785.880,25.0,No focal subject,Test arena entry,,,POINT,1.880,1.880,NA,,
B9_3_BG_PR_control_SK,2024-07-15 14:25:18,,/Volumes/T7/15_7/cut/B9_3_BG_PR_control.mp4,711.000,30.0,No focal subject,Test arena entry,,,POINT,2.633,2.633,NA,,
B4_4_BR_BP_control_SK,2024-07-12 18:47:45,,/Volumes/T7/2_7/cut/B4_4_BR_BP_control.mov,668.730,30.0,No focal subject,Trial start,,,POINT,3.900,3.900,NA,,
B4_8_YY_BR_control_SK,2024-07-11 15:48:55,,/Volumes/T7/6_7/cut/B4_8_YY_BR_control.mp4,785.880,25.0,No focal subject,Zone of Interest,,,STATE,4.360,201.320,196.960,,
B4_8_YY_BR_control_SK,2024-07-11 15:48:55,,/Volumes/T7/6_7/cut/B4_8_YY_BR_control.mp4,785.880,25.0,No focal subject,Eating,,,POINT,5.040,5.040,NA,,
B4_4_BR_BP_control_SK,2024-07-12 18:47:45,,/Volumes/T7/2_7/cut/B4_4_BR_BP_control.mov,668.730,30.0,No focal subject,Test arena entry,,,POINT,5.567,5.567,NA,,
B4_8_PP_GY_control_SK,2024-07-11 15:48:43,,/Volumes/T7/6_7/cut/B4_8_PP_GY_control.mp4,641.110,25.0,No focal subject,Trial start,,,POINT,6.840,6.840,NA,,
B9_3_BG_PR_control_SK,2024-07-15 14:25:18,,/Volumes/T7/15_7/cut/B9_3_BG_PR_control.mp4,711.000,30.0,No focal subject,Zone of Interest,,,STATE,7.167,83.633,76.466,,
B4_7_A_control_SK,2024-07-11 12:56:37,,/Volumes/T7/5_7/cut/B4_7_A_control.mp4,656.880,25.0,No focal subject,Trial start,,,POINT,7.240,7.240,NA,,
B4_4_BR_BP_control_SK,2024-07-12 18:47:45,,/Volumes/T7/2_7/cut/B4_4_BR_BP_control.mov,668.730,30.0,No focal subject,Zone of Interest,,,STATE,7.700,64.967,57.267,,
B9_3_BP_BY_control_SK,2024-07-15 14:26:04,,/Volumes/T7/15_7/cut/B9_3_BY_BP_control.mp4,697.240,30.0,No focal subject,Trial start,,,POINT,8.067,8.067,NA,,
B9_3_BB_BY_control_SK,2024-07-15 14:25:37,,/Volumes/T7/15_7/cut/B9_3_BY_BB_control.mp4,735.700,30.0,No focal subject,Trial start,,,POINT,8.200,8.200,NA,,
B4_8_PP_GY_control_SK,2024-07-11 15:48:43,,/Volumes/T7/6_7/cut/B4_8_PP_GY_control.mp4,641.110,25.0,No focal subject,Test arena entry,,,POINT,8.360,8.360,NA,,
B4_4_BR_BP_control_SK,2024-07-12 18:47:45,,/Volumes/T7/2_7/cut/B4_4_BR_BP_control.mov,668.730,30.0,No focal subject,Eating,,,POINT,8.567,8.567,NA,,
B5_7_PR_RY_control_SK,2024-07-11 13:02:57,,/Volumes/T7/5_7/cut/B5_7_PR_RY_control.mp4,634.520,25.0,No focal subject,Trial start,,,POINT,8.640,8.640,NA,,
B8_2_GG_GY_novel_SK,2024-07-14 13:24:14,,/Volumes/T7/14_7/cut/B8_2_GG_GY_novel.mp4,633.220,30.0,No focal subject,Trial start,,,POINT,8.800,8.800,NA,,
B4_8_GP_BR_control_SK,2024-07-11 15:48:06,,/Volumes/T7/6_7/cut/B4_8_GP_BR_control.mp4,664.410,25.0,No focal subject,Trial start,,,POINT,8.840,8.840,NA,,
B4_7_A_control_SK,2024-07-11 12:56:37,,/Volumes/T7/5_7/cut/B4_7_A_control.mp4,656.880,25.0,blue,Test arena entry,,,POINT,8.960,8.960,NA,,
B5_1_BG_BP_novel_SK,2024-07-12 14:51:11,,/Volumes/T7/29_06/B4_B5/cut/B5_1_BG_BP_novel.mp4,640.210,25.0,No focal subject,Trial start,,,POINT,9.000,9.000,NA,,
B4_7_A_control_SK,2024-07-11 12:56:37,,/Volumes/T7/5_7/cut/B4_7_A_control.mp4,656.880,25.0,red,Test arena entry,,,POINT,9.040,9.040,NA,,
B5_7_RR_BY_control_SK,2024-07-11 13:03:14,,/Volumes/T7/5_7/cut/B5_7_RR_BY_control.mp4,658.390,25.0,No focal subject,Trial start,,,POINT,9.160,9.160,NA,,
B8_8_BB_BB_control_SK,2024-07-20 12:08:32,,/Volumes/Extreme SSD/NEO_Gull 2024/20_7/B8_B9/cut/B8_8_BB_BB_control.mp4,636.740,30.0,No focal subject,Trial start,,,POINT,9.267,9.267,NA,,
B8_2_PR_BP_novel_SK,2024-07-14 13:25:27,,/Volumes/T7/14_7/cut/B8_2_RR_BP_novel.mp4,653.570,30.0,No focal subject,Trial start,,,POINT,9.300,9.300,NA,,
B6_3_B_novel_SK,2024-07-15 19:20:02,,/Volumes/T7/11_7/cut/B6_3_B_novel.mov,702.970,30.0,No focal subject,Trial start,,,POINT,9.400,9.400,NA,,
B9_3_BG_PR_control_SK,2024-07-15 14:25:18,,/Volumes/T7/15_7/cut/B9_3_BG_PR_control.mp4,711.000,30.0,No focal subject,Eating,,,POINT,9.533,9.533,NA,,
B5_1_BG_BY_novel_Sk,2024-07-12 14:51:25,,/Volumes/T7/29_06/B4_B5/cut/B5_1_BG_BY_novel.mp4,678.530,25.0,No focal subject,Trial start,,,POINT,9.560,9.560,NA,,
B8_8_GG_GY_control_SK,2024-07-20 12:09:05,,/Volumes/Extreme SSD/NEO_Gull 2024/20_7/B8_B9/cut/B8_8_GG_GY_control.mp4,632.470,30.0,No focal subject,Trial start,,,POINT,9.600,9.600,NA,,
B8_8_GG_PR_control_SK,2024-07-20 12:07:32,,/Volumes/Extreme SSD/NEO_Gull 2024/20_7/B8_B9/cut/B8_8_GG_PR_control.mp4,641.280,30.0,No focal subject,Trial start,,,POINT,9.633,9.633,NA,,
B5_7_RR_PP_control_SK,2024-07-11 13:03:29,,/Volumes/T7/5_7/cut/B5_7_RR_PP_control.mp4,763.520,25.0,No focal subject,Trial start,,,POINT,9.720,9.720,NA,,
B4_7_A_control_SK,2024-07-11 12:56:37,,/Volumes/T7/5_7/cut/B4_7_A_control.mp4,656.880,25.0,redblue,Test arena entry,,,POINT,9.760,9.760,NA,,
B5_5_PR_RY_novel_SK,2024-07-13 10:39:20,,/Volumes/T7/3_7/cut/B5_5_PR_RY_novel.mov,674.070,30.0,No focal subject,Trial start,,,POINT,9.767,9.767,NA,,
B7_3_BG_RR_novel_SK,2024-07-15 19:20:49,,/Volumes/T7/11_7/cut/B7_3_BG_RR_novel.mov,711.300,30.0,No focal subject,Trial start,,,POINT,9.767,9.767,NA,,
B8_4_PY_BR_control_SK,2024-07-16 11:15:28,,/Volumes/T7/16_7/cut/B8_4_PY_BR_control.mp4,635.480,30.0,No focal subject,Trial start,,,POINT,9.767,9.767,NA,,
B4_7_A_control_SK,2024-07-11 12:56:37,,/Volumes/T7/5_7/cut/B4_7_A_control.mp4,656.880,25.0,black,Test arena entry,,,POINT,9.880,9.880,NA,,
B3_8_A_control_SK,2024-07-13 08:51:46,,/Volumes/T7/3_7/cut/B3_8_A_control.mov,664.830,30.0,No focal subject,Trial start,,,POINT,10.067,10.067,NA,,
B3_8_B_control_SK,2024-07-13 08:51:59,,/Volumes/T7/3_7/cut/B3_8_B_control.mov,666.970,30.0,No focal subject,Trial start,,,POINT,10.100,10.100,NA,,
B8_8_BG_BR_control_SK,2024-07-20 12:08:10,,/Volumes/Extreme SSD/NEO_Gull 2024/20_7/B8_B9/cut/B8_8_BG_BR_control.mp4,650.600,30.0,No focal subject,Trial start,,,POINT,10.100,10.100,NA,,
B7_3_PY_GY_novel_SK,2024-07-15 19:23:23,,/Volumes/T7/11_7/cut/B7_3_PY_GY_novel.mov,651.100,30.0,No focal subject,Trial start,,,POINT,10.133,10.133,NA,,
B4_8_BB_GY_control_SK,2024-07-11 15:15:26,,/Volumes/T7/6_7/cut/B4_8_BB_GY_control.mp4,710.910,25.0,No focal subject,Trial start,,,POINT,10.200,10.200,NA,,
B8_2_RY_BB_novel_SK,2024-07-14 13:25:42,,/Volumes/T7/14_7/cut/B8_2_RY_BB_novel.mp4,666.410,30.0,No focal subject,Trial start,,,POINT,10.200,10.200,NA,,
B4_2_PP_GY_novel_SK,2024-07-12 17:12:15,,/Volumes/T7/30_6/cut/B4_2_PP_GY_novel.mov,816.570,30.0,No focal subject,Trial start,,,POINT,10.233,10.233,NA,,
B8_4_PR_BP_control_SK,2024-07-16 11:14:59,,/Volumes/T7/16_7/cut/B8_4_PR_BP_control.mp4,636.590,30.0,No focal subject,Trial start,,,POINT,10.233,10.233,NA,,
B4_8_GP_BR_control_SK,2024-07-11 15:48:06,,/Volumes/T7/6_7/cut/B4_8_GP_BR_control.mp4,664.410,25.0,No focal subject,Test arena entry,,,POINT,10.240,10.240,NA,,
B8_2_PR_BP_novel_SK,2024-07-14 13:25:27,,/Volumes/T7/14_7/cut/B8_2_RR_BP_novel.mp4,653.570,30.0,No focal subject,Test arena entry,,,POINT,10.267,10.267,NA,,
B8_6_RY_BB_novel_SK,2024-07-18 14:30:10,,/Volumes/Extreme SSD/NEO_Gull 2024/18_7/B8_B9/cut/B8_6_RY_BB_novel.mp4,633.240,30.0,No focal subject,Trial start,,,POINT,10.267,10.267,NA,,
B5_5_PP_RY_novel_SK,2024-07-13 10:38:49,,/Volumes/T7/3_7/cut/B5_5_PP_RY_novel.mov,646.430,30.0,No focal subject,Trial start,,,POINT,10.333,10.333,NA,,
B4_8_GY_RY_control_SK,2024-07-11 15:48:30,,/Volumes/T7/6_7/cut/B4_8_GY_RY_control.mp4,838.210,25.0,No focal subject,Trial start,,,POINT,10.400,10.400,NA,,
B8_8_PR_RR_control_SK,2024-07-20 12:09:25,,/Volumes/Extreme SSD/NEO_Gull 2024/20_7/B8_B9/cut/B8_8_PR_RR_control.mp4,639.680,30.0,No focal subject,Trial start,,,POINT,10.400,10.400,NA,,
B3_1_GR_BY_control_Sk,2024-07-12 14:11:42,,/Volumes/T7/26_06/EXTRA_DAY/B3_1_GR_BY_control.mov,652.400,30.0,No focal subject,Trial start,,,POINT,10.433,10.433,NA,,
B9_1_BP_BY_novel_SK,2024-07-16 09:46:37,,/Volumes/T7/13_7/cut/B9_4_BP_BY_novel.mp4,655.060,30.0,No focal subject,Trial start,,,POINT,10.433,10.433,NA,,
B9_8_A_novel_SK,2024-07-20 12:09:43,,/Volumes/Extreme SSD/NEO_Gull 2024/20_7/B8_B9/cut/B9_8_A_novel.mp4,644.840,30.0,No focal subject,Trial start,,,POINT,10.433,10.433,NA,,
B4_2_BB_BP_novel_SK,2024-07-12 17:10:34,,/Volumes/T7/30_6/cut/B4_2_BB_BP_novel.mov,705.000,30.0,No focal subject,Trial start,,,POINT,10.467,10.467,NA,,
B8_4_GG_PR_control_SK,2024-07-16 11:14:43,,/Volumes/T7/16_7/cut/B8_4_GG_PR_control.mp4,639.790,30.0,No focal subject,Trial start,,,POINT,10.500,10.500,NA,,
B8_8_PY_BR_control_SK,2024-07-20 12:06:44,,/Volumes/Extreme SSD/NEO_Gull 2024/20_7/B8_B9/cut/B8_8_PY_BR_control.mp4,638.930,30.0,No focal subject,Trial start,,,POINT,10.500,10.500,NA,,
B5_7_PR_RY_control_SK,2024-07-11 13:02:57,,/Volumes/T7/5_7/cut/B5_7_PR_RY_control.mp4,634.520,25.0,No focal subject,Test arena entry,,,POINT,10.520,10.520,NA,,
B6_3_B_novel_SK,2024-07-15 19:20:02,,/Volumes/T7/11_7/cut/B6_3_B_novel.mov,702.970,30.0,red,Test arena entry,,,POINT,10.567,10.567,NA,,
B8_6_PY_GP_novel_SK,2024-07-18 14:28:19,,/Volumes/Extreme SSD/NEO_Gull 2024/18_7/B8_B9/cut/B8_6_PY_GP_novel.mp4,637.740,30.0,No focal subject,Trial start,,,POINT,10.567,10.567,NA,,
B4_6_GY_RY_novel_SK,2024-07-11 11:03:21,,/Volumes/T7/4_7/cut/B4_6_GY_RY_novel.mp4,675.560,25.0,No focal subject,Trial start,,,POINT,10.600,10.600,NA,,
B5_1_PR_GG_novel_SK,2024-07-12 14:52:09,,/Volumes/T7/29_06/B4_B5/cut/B5_1_PR_GG_novel.mp4,1077.890,25.0,No focal subject,Trial start,,,POINT,10.600,10.600,NA,,
B8_7_B_control_SK,2024-07-19 13:34:08,,/Volumes/Extreme SSD/NEO_Gull 2024/19_7/B8_B9/cut/B8_7_B_control.mp4,641.840,30.0,No focal subject,Trial start,,,POINT,10.633,10.633,NA,,
B8_8_PY_GP_control_SK,2024-07-20 12:08:48,,/Volumes/Extreme SSD/NEO_Gull 2024/20_7/B8_B9/cut/B8_8_PY_GP_control.mp4,636.930,30.0,No focal subject,Trial start,,,POINT,10.633,10.633,NA,,
B9_3_BP_BY_control_SK,2024-07-15 14:26:04,,/Volumes/T7/15_7/cut/B9_3_BY_BP_control.mp4,697.240,30.0,No focal subject,Test arena entry,,,POINT,10.633,10.633,NA,,
B8_8_PR_BP_control_SK,2024-07-20 12:07:11,,/Volumes/Extreme SSD/NEO_Gull 2024/20_7/B8_B9/cut/B8_8_PR_BP_control.mp4,637.420,30.0,No focal subject,Trial start,,,POINT,10.700,10.700,NA,,
B4_8_GY_PP_control_SK,2024-07-11 15:48:17,,/Volumes/T7/6_7/cut/B4_8_GY_PP_control.mp4,802.690,25.0,No focal subject,Trial start,,,POINT,10.720,10.720,NA,,
B5_5_PR_GG_novel_SK,2024-07-13 10:39:05,,/Volumes/T7/3_7/cut/B5_5_PR_GG_novel.mov,704.770,30.0,No focal subject,Trial start,,,POINT,10.733,10.733,NA,,
B8_8_BB_BB_control_SK,2024-07-20 12:08:32,,/Volumes/Extreme SSD/NEO_Gull 2024/20_7/B8_B9/cut/B8_8_BB_BB_control.mp4,636.740,30.0,No focal subject,Test arena entry,,,POINT,10.767,10.767,NA,,
B4_7_A_control_SK,2024-07-11 12:56:37,,/Volumes/T7/5_7/cut/B4_7_A_control.mp4,656.880,25.0,blue,Zone of Interest,,,STATE,10.800,108.840,98.040,,
B7_5_PY_GY_control_SK,2024-07-14 11:58:47,,/Volumes/T7/14_7/cut/B7_5_PY_GY_control.mp4,655.130,25.0,No focal subject,Trial start,,,POINT,10.800,10.800,NA,,
B8_4_PR_RR_control_SK,2024-07-16 11:15:15,,/Volumes/T7/16_7/cut/B8_4_PR_RR_control.mp4,640.940,30.0,No focal subject,Trial start,,,POINT,10.800,10.800,NA,,
B8_2_BG_BR_novel_SK,2024-07-14 13:24:00,,/Volumes/T7/14_7/cut/B8_2_BG_BR_novel.mp4,670.000,30.0,No focal subject,Trial start,,,POINT,10.833,10.833,NA,,
B8_8_GG_PR_control_SK,2024-07-20 12:07:32,,/Volumes/Extreme SSD/NEO_Gull 2024/20_7/B8_B9/cut/B8_8_GG_PR_control.mp4,641.280,30.0,No focal subject,Test arena entry,,,POINT,10.833,10.833,NA,,
B8_1_B_novel_SK,2024-07-16 09:45:44,,/Volumes/T7/13_7/cut/B8_1_B_novel.mp4,643.220,30.0,No focal subject,Trial start,,,POINT,10.867,10.867,NA,,
B8_6_GG_PR_novel_SK,2024-07-18 14:26:37,,/Volumes/Extreme SSD/NEO_Gull 2024/18_7/B8_B9/cut/B8_6_GG_PR_novel.mp4,659.370,30.0,No focal subject,Trial start,,,POINT,10.867,10.867,NA,,
B8_4_BB_BB_control_SK,2024-07-16 11:13:50,,/Volumes/T7/16_7/cut/B8_4_BB_BB_control.mp4,636.800,30.0,No focal subject,Trial start,,,POINT,10.933,10.933,NA,,
B4_2_BB_GY_novel_SK,2024-07-12 17:11:00,,/Volumes/T7/30_6/cut/B4_2_BB_GY_novel.mov,703.030,30.0,No focal subject,Trial start,,,POINT,11.100,11.100,NA,,
B7_3_GG_BY_novel_SK,2024-07-15 19:22:45,,/Volumes/T7/11_7/cut/B7_3_GG_BY_novel.mov,663.730,30.0,No focal subject,Trial start,,,POINT,11.100,11.100,NA,,
B4_6_GY_PP_novel_SK,2024-07-11 11:03:04,,/Volumes/T7/4_7/cut/B4_6_GY_PP_novel.mp4,670.100,25.0,No focal subject,Trial start,,,POINT,11.120,11.120,NA,,
B5_7_RR_BY_control_SK,2024-07-11 13:03:14,,/Volumes/T7/5_7/cut/B5_7_RR_BY_control.mp4,658.390,25.0,No focal subject,Test arena entry,,,POINT,11.120,11.120,NA,,
B8_4_PR_BP_control_SK,2024-07-16 11:14:59,,/Volumes/T7/16_7/cut/B8_4_PR_BP_control.mp4,636.590,30.0,No focal subject,Test arena entry,,,POINT,11.167,11.167,NA,,
B4_7_A_control_SK,2024-07-11 12:56:37,,/Volumes/T7/5_7/cut/B4_7_A_control.mp4,656.880,25.0,blue,Eating,,,POINT,11.200,11.200,NA,,
B5_5_PR_RY_novel_SK,2024-07-13 10:39:20,,/Volumes/T7/3_7/cut/B5_5_PR_RY_novel.mov,674.070,30.0,No focal subject,Test arena entry,,,POINT,11.200,11.200,NA,,
B8_8_RY_BB_control_SK,2024-07-20 12:07:52,,/Volumes/Extreme SSD/NEO_Gull 2024/20_7/B8_B9/cut/B8_8_RY_BB_control.mp4,639.320,30.0,No focal subject,Trial start,,,POINT,11.200,11.200,NA,,
B8_8_GG_GY_control_SK,2024-07-20 12:09:05,,/Volumes/Extreme SSD/NEO_Gull 2024/20_7/B8_B9/cut/B8_8_GG_GY_control.mp4,632.470,30.0,No focal subject,Test arena entry,,,POINT,11.233,11.233,NA,,
B9_3_PP_GP_control_SK,2024-07-15 14:26:55,,/Volumes/T7/15_7/cut/B9_3_PP_GP_control.mp4,745.390,30.0,No focal subject,Trial start,,,POINT,11.333,11.333,NA,,
B9_5_BB_BY_novel_SK,2024-07-17 10:01:44,,/Volumes/T7/17_7/cut/B9_5_BB_BY_novel.mp4,645.740,30.0,No focal subject,Trial start,,,POINT,11.333,11.333,NA,,
B8_3_B_control_SK,2024-07-15 14:24:54,,/Volumes/T7/15_7/cut/B8_3_B_control.mp4,689.770,30.0,No focal subject,Trial start,,,POINT,11.367,11.367,NA,,
B8_4_PY_BR_control_SK,2024-07-16 11:15:28,,/Volumes/T7/16_7/cut/B8_4_PY_BR_control.mp4,635.480,30.0,No focal subject,Test arena entry,,,POINT,11.400,11.400,NA,,
B8_6_BB_BB_novel_SK,2024-07-18 14:28:55,,/Volumes/Extreme SSD/NEO_Gull 2024/18_7/B8_B9/cut/B8_6_BB_BB_novel.mp4,640.300,30.0,No focal subject,Trial start,,,POINT,11.400,11.400,NA,,
B4_4_GY_RY_control_SK,2024-07-12 18:48:31,,/Volumes/T7/2_7/cut/B4_4_GY_RY_control.mov,703.470,30.0,No focal subject,Trial start,,,POINT,11.433,11.433,NA,,
B8_2_PY_BR_novel_SK,2024-07-14 13:24:55,,/Volumes/T7/14_7/cut/B8_2_PY_BR_novel.mp4,664.880,30.0,No focal subject,Trial start,,,POINT,11.433,11.433,NA,,
B4_6_GP_BR_novel_SK,2024-07-11 11:02:48,,/Volumes/T7/4_7/cut/B4_6_GP_BR_novel.mp4,639.250,25.0,No focal subject,Trial start,,,POINT,11.440,11.440,NA,,
B3_8_A_control_SK,2024-07-13 08:51:46,,/Volumes/T7/3_7/cut/B3_8_A_control.mov,664.830,30.0,redblue,Test arena entry,,,POINT,11.467,11.467,NA,,
B5_5_BY_PR_novel_SK,2024-07-13 10:38:35,,/Volumes/T7/3_7/cut/B5_5_BY_PR_novel.mov,804.670,30.0,No focal subject,Trial start,,,POINT,11.467,11.467,NA,,
B6_3_B_novel_SK,2024-07-15 19:20:02,,/Volumes/T7/11_7/cut/B6_3_B_novel.mov,702.970,30.0,redblack,Test arena entry,,,POINT,11.467,11.467,NA,,
B3_4_A_control_SK,2024-07-12 14:49:47,,/Volumes/T7/29_06/B2_B3/cut/B3_4_A_control.mp4,685.480,30.0,No focal subject,Trial start,,,POINT,11.500,11.500,NA,,
B9_8_A_novel_SK,2024-07-20 12:09:43,,/Volumes/Extreme SSD/NEO_Gull 2024/20_7/B8_B9/cut/B9_8_A_novel.mp4,644.840,30.0,blue,Test arena entry,,,POINT,11.500,11.500,NA,,
B9_3_BB_BY_control_SK,2024-07-15 14:25:37,,/Volumes/T7/15_7/cut/B9_3_BY_BB_control.mp4,735.700,30.0,No focal subject,Test arena entry,,,POINT,11.533,11.533,NA,,
B3_8_A_control_SK,2024-07-13 08:51:46,,/Volumes/T7/3_7/cut/B3_8_A_control.mov,664.830,30.0,red,Test arena entry,,,POINT,11.567,11.567,NA,,
B8_4_PY_GP_control_SK,2024-07-16 11:15:43,,/Volumes/T7/16_7/cut/B8_4_PY_GP_control.mp4,692.420,30.0,No focal subject,Trial start,,,POINT,11.567,11.567,NA,,
B6_3_B_novel_SK,2024-07-15 19:20:02,,/Volumes/T7/11_7/cut/B6_3_B_novel.mov,702.970,30.0,blue,Test arena entry,,,POINT,11.600,11.600,NA,,
B6_3_B_novel_SK,2024-07-15 19:20:02,,/Volumes/T7/11_7/cut/B6_3_B_novel.mov,702.970,30.0,black,Test arena entry,,,POINT,11.600,11.600,NA,,
B8_8_PR_BP_control_SK,2024-07-20 12:07:11,,/Volumes/Extreme SSD/NEO_Gull 2024/20_7/B8_B9/cut/B8_8_PR_BP_control.mp4,637.420,30.0,No focal subject,Test arena entry,,,POINT,11.633,11.633,NA,,
B9_8_A_novel_SK,2024-07-20 12:09:43,,/Volumes/Extreme SSD/NEO_Gull 2024/20_7/B8_B9/cut/B9_8_A_novel.mp4,644.840,30.0,redblack,Test arena entry,,,POINT,11.633,11.633,NA,,
B5_7_RR_PP_control_SK,2024-07-11 13:03:29,,/Volumes/T7/5_7/cut/B5_7_RR_PP_control.mp4,763.520,25.0,No focal subject,Test arena entry,,,POINT,11.640,11.640,NA,,
B3_8_B_control_SK,2024-07-13 08:51:59,,/Volumes/T7/3_7/cut/B3_8_B_control.mov,666.970,30.0,black,Test arena entry,,,POINT,11.667,11.667,NA,,
B7_3_PY_GY_novel_SK,2024-07-15 19:23:23,,/Volumes/T7/11_7/cut/B7_3_PY_GY_novel.mov,651.100,30.0,No focal subject,Test arena entry,,,POINT,11.667,11.667,NA,,
B4_4_GP_BR_control_SK,2024-07-12 18:48:00,,/Volumes/T7/2_7/cut/B4_4_GP_BR_control.mov,1168.270,30.0,No focal subject,Trial start,,,POINT,11.700,11.700,NA,,
B8_6_PR_RR_novel_SK,2024-07-18 14:27:38,,/Volumes/Extreme SSD/NEO_Gull 2024/18_7/B8_B9/cut/B8_6_PR_RR_novel.mp4,639.700,30.0,No focal subject,Trial start,,,POINT,11.700,11.700,NA,,
B5_5_RR_BY_novel_SK,2024-07-13 10:39:36,,/Volumes/T7/3_7/cut/B5_5_RR_BY_novel.mov,644.470,30.0,No focal subject,Trial start,,,POINT,11.733,11.733,NA,,
B8_7_B_control_SK,2024-07-19 13:34:08,,/Volumes/Extreme SSD/NEO_Gull 2024/19_7/B8_B9/cut/B8_7_B_control.mp4,641.840,30.0,blue,Test arena entry,,,POINT,11.733,11.733,NA,,
B9_8_A_novel_SK,2024-07-20 12:09:43,,/Volumes/Extreme SSD/NEO_Gull 2024/20_7/B8_B9/cut/B9_8_A_novel.mp4,644.840,30.0,red,Test arena entry,,,POINT,11.733,11.733,NA,,
B9_7_PP_GP_control_SK,2024-07-19 13:35:38,,/Volumes/Extreme SSD/NEO_Gull 2024/19_7/B8_B9/cut/B9_7_PP_GP_control.mp4,664.430,30.0,No focal subject,Trial start,,,POINT,11.767,11.767,NA,,
B7_6_B_novel_SK,2024-07-15 14:24:19,,/Volumes/T7/15_7/cut/B7_6_B_novel.mp4,696.530,30.0,No focal subject,Trial start,,,POINT,11.800,11.800,NA,,
B9_4_A_novel_SK,2024-07-16 11:16:09,,/Volumes/T7/16_7/cut/B9_4_A_novel.mp4,651.970,30.0,No focal subject,Trial start,,,POINT,11.800,11.800,NA,,
B4_8_BB_GY_control_SK,2024-07-11 15:15:26,,/Volumes/T7/6_7/cut/B4_8_BB_GY_control.mp4,710.910,25.0,No focal subject,Test arena entry,,,POINT,11.840,11.840,NA,,
B7_5_BB_PR_control_SK,2024-07-14 11:56:00,,/Volumes/T7/14_7/cut/B7_5_BB_PR_control.mp4,650.730,25.0,No focal subject,Trial start,,,POINT,11.840,11.840,NA,,
B5_5_BG_BP_novel_SK,2024-07-13 10:38:07,,/Volumes/T7/3_7/cut/B5_5_BG_BP_novel.mov,786.370,30.0,No focal subject,Trial start,,,POINT,11.867,11.867,NA,,
B4_7_A_control_SK,2024-07-11 12:56:37,,/Volumes/T7/5_7/cut/B4_7_A_control.mp4,656.880,25.0,redblue,Zone of Interest,,,STATE,11.880,27.840,15.960,,
B7_3_BP_GG_novel_SK,2024-07-15 19:21:03,,/Volumes/T7/11_7/cut/B7_3_BP_GG_novel.mov,664.600,30.0,No focal subject,Trial start,,,POINT,11.900,11.900,NA,,
B8_7_B_control_SK,2024-07-19 13:34:08,,/Volumes/Extreme SSD/NEO_Gull 2024/19_7/B8_B9/cut/B8_7_B_control.mp4,641.840,30.0,redblue,Test arena entry,,,POINT,11.900,11.900,NA,,
B8_8_BG_BR_control_SK,2024-07-20 12:08:10,,/Volumes/Extreme SSD/NEO_Gull 2024/20_7/B8_B9/cut/B8_8_BG_BR_control.mp4,650.600,30.0,No focal subject,Test arena entry,,,POINT,11.900,11.900,NA,,
B4_8_GY_PP_control_SK,2024-07-11 15:48:17,,/Volumes/T7/6_7/cut/B4_8_GY_PP_control.mp4,802.690,25.0,No focal subject,Test arena entry,,,POINT,11.920,11.920,NA,,
B3_8_B_control_SK,2024-07-13 08:51:59,,/Volumes/T7/3_7/cut/B3_8_B_control.mov,666.970,30.0,red,Test arena entry,,,POINT,11.967,11.967,NA,,
B8_4_BG_BR_control_SK,2024-07-16 11:14:05,,/Volumes/T7/16_7/cut/B8_4_BG_BR_control.mp4,658.670,30.0,No focal subject,Trial start,,,POINT,12.000,12.000,NA,,
B8_2_PR_BP_novel_SK,2024-07-14 13:25:27,,/Volumes/T7/14_7/cut/B8_2_RR_BP_novel.mp4,653.570,30.0,No focal subject,Zone of Interest,,,STATE,12.033,101.000,88.967,,
B4_7_B_control_SK,2024-07-11 12:56:52,,/Volumes/T7/5_7/cut/B4_7_B_control.mp4,673.430,25.0,No focal subject,Trial start,,,POINT,12.040,12.040,NA,,
B7_5_BR_GR_control_SK,2024-07-14 11:56:43,,/Volumes/T7/14_7/cut/B7_5_BR_GR_control.mp4,659.710,25.0,No focal subject,Trial start,,,POINT,12.040,12.040,NA,,
B8_2_RY_BB_novel_SK,2024-07-14 13:25:42,,/Volumes/T7/14_7/cut/B8_2_RY_BB_novel.mp4,666.410,30.0,No focal subject,Test arena entry,,,POINT,12.067,12.067,NA,,
B4_7_A_control_SK,2024-07-11 12:56:37,,/Volumes/T7/5_7/cut/B4_7_A_control.mp4,656.880,25.0,redblue,Eating,,,POINT,12.120,12.120,NA,,
B3_8_A_control_SK,2024-07-13 08:51:46,,/Volumes/T7/3_7/cut/B3_8_A_control.mov,664.830,30.0,blue,Test arena entry,,,POINT,12.133,12.133,NA,,
B8_6_GG_PR_novel_SK,2024-07-18 14:26:37,,/Volumes/Extreme SSD/NEO_Gull 2024/18_7/B8_B9/cut/B8_6_GG_PR_novel.mp4,659.370,30.0,No focal subject,Test arena entry,,,POINT,12.133,12.133,NA,,
