"","Bird_ID","Trial","Enclosure","Object","Context","Latency_to_enter","Latency_to_Eat","Zoi_duration","Object_Type","GroupID","NestID","group_dummy","ind_dummy","Object_contrast","Context_contrast"
"519","RY_RR","7","B2","novel","group",1.5,2.7,457.767,2,"1B","2024OO30",1,0,0.5,0.5
"520","RY_RR","8","B2","novel","individual",1.667,7.866,47.966,5,NA,"2024OO30",0,1,0.5,-0.5
"521","YY_BR","1","B4","novel","group",7.56,2.96,70.6,5,"3A","2024OO20",1,0,0.5,0.5
"522","YY_BR","2","B4","novel","individual",1.267,3.866,441.701,1,NA,"2024OO20",0,1,0.5,-0.5
"523","YY_BR","3","B4","control","group",3.2,2.56,96.72,3,"3A","2024OO20",1,0,-0.5,0.5
"524","YY_BR","4","B4","control","individual",4.866,2.567,618.109,3,NA,"2024OO20",0,1,-0.5,-0.5
"525","YY_BR","5","B4","novel","group",1.967,1.967,21.9,4,"3A","2024OO20",1,0,0.5,0.5
"526","YY_BR","6","B4","novel","individual",2.52,3.68,595.44,2,NA,"2024OO20",0,1,0.5,-0.5
"527","YY_BR","7","B4","control","group",1.72,2.24,197.8,3,"3A","2024OO20",1,0,-0.5,0.5
"528","YY_BR","8","B4","control","individual",1.28,3.16,317.84,3,NA,"2024OO20",0,1,-0.5,-0.5
"529","YY_PP","1","B2","control","group",2.79999999999998,3.96700000000001,294.067,1,"1A","2024OO30",1,0,-0.5,0.5
"530","YY_PP","2","B2","control","individual",3.033,6.534,218.974,1,NA,"2024OO30",0,1,-0.5,-0.5
"531","YY_PP","3","B2","novel","group",1.567,4.133,502.73,4,"1A","2024OO30",1,0,0.5,0.5
"532","YY_PP","4","B2","novel","individual",2.167,6.03299999999999,82.266,3,NA,"2024OO30",0,1,0.5,-0.5
"533","YY_PP","5","B2","control","group",1.533,3.134,99.266,1,"1A","2024OO30",1,0,-0.5,0.5
"534","YY_PP","6","B2","control","individual",2.134,4.633,33.834,1,NA,"2024OO30",0,1,-0.5,-0.5
"535","YY_PP","7","B2","novel","group",1.733,3.30000000000001,170.9,2,"1A","2024OO30",1,0,0.5,0.5
"536","YY_PP","8","B2","novel","individual",2.266,15.834,86.5,5,NA,"2024OO30",0,1,0.5,-0.5
